,x,y
examined,7.47261,-37.342842
solidification,-11.6982155,-0.084685
Cerro,2.7907197,12.641352
HCFCs,-22.705233,12.892024
Efficacy,19.910032,36.27262
cartographic,16.445665,15.649774
divergences,-8.994847,10.334739
sqrt,6.0980506,-5.1069045
campus,3.435211,-15.9864435
Bangkok,10.687948,-6.587396
parts,-41.690697,-26.220005
speaker,22.604025,-13.752476
northwest,-43.31864,-30.75689
party,25.945995,-30.345873
Types,10.216639,37.858715
Lamiaceae,5.776754,18.355757
http,9.453822,-44.894974
diagenetic,-41.48351,-12.54022
Failing,22.029194,35.596344
abounds,19.744051,30.771717
Curie,-8.798712,38.27201
Fcycle,11.85258,22.612623
colouring,-16.647072,-32.375923
Choices,20.228624,9.414799
Darker,4.64176,18.104563
octagons,6.4520974,28.076424
rift,-40.112297,-24.939175
scarcely,20.53164,2.565744
Hart,21.376152,14.729723
sulphidic,-13.367849,7.544902
MAPE,-7.950259,0.68968385
Synchronous,19.233398,37.95847
Tide,28.304277,23.424469
insurmountable,3.3626044,-5.088998
Experiments,-1.0309725,-26.847982
Juniperus,-29.489124,-11.645438
Gordon,39.92205,1.8344126
discord,13.324585,5.2463865
increasingly,6.0507092,-39.900074
Biochar,-7.7781506,19.965652
Wmp,0.40595347,7.5962367
TIP,20.52912,42.77313
Ultimately,29.350372,-13.331152
TIR,-5.1346197,-22.410511
velocityMED,-17.112642,46.27793
TIO,3.9739816,20.819359
distant,28.285894,-28.2337
Atwell,-6.7095776,13.060578
hess,15.187917,32.785748
pinaceae,-18.241997,20.01149
TIC,-17.57414,29.450613
HKY,10.889862,12.153404
density,-22.682858,-17.136654
cibicidoides,-33.592075,0.54449046
HKH,-6.7745233,7.9928775
Conditional,19.718437,33.782818
balloons,19.301678,11.762549
Panama,-33.459198,-26.358908
Exposure,-24.713835,-7.3612123
GWN,20.968143,17.59818
disappearance,-33.87674,-10.9177065
glaciochemical,-25.278608,9.328721
endoliths,4.3309503,12.578534
Nelson,2.5155277,11.7689905
diagenesis,-40.922268,-12.731867
bottoms,-21.647326,-0.6824541
intersection,-20.745588,-20.503021
loss,-12.351359,-44.126324
MJJA,10.169611,17.082125
necessary,33.01197,-33.380814
lost,-38.907772,-9.213705
tles,12.329629,37.573643
roth,9.522825,36.1618
apectodinium,-15.645633,7.3212385
payments,20.779116,-36.288097
lose,30.809448,-30.363808
undrained,20.212978,31.53282
glare,25.587221,31.6684
EEZ,-11.120574,-19.030777
Mayan,0.85317284,22.139194
EEP,-20.39809,-30.473778
library,8.45369,-42.43986
EER,-20.117079,-5.2928257
homo,-21.66247,15.798898
EEI,36.789318,38.62256
monetized,21.258406,-14.907006
home,23.183872,-37.30402
Allowable,17.400915,13.492979
crrfice,-0.83617866,6.7467084
moderates,2.2933354,10.44315
wmis,-18.22826,-29.509485
pinpoint,36.42052,-18.708038
overlay,-2.721356,2.4333842
demonstrates,33.83958,-22.098768
microclim,2.3711538,14.293649
grinding,-20.333025,-6.659947
cradle,8.528661,-3.8747659
moderated,22.408424,-6.470655
inflammation,-0.7230656,1.3974272
percolate,-13.6588335,-3.6361842
oribatids,-13.409277,16.226713
fisherman,13.101738,-9.742644
npsh,-24.471048,-32.925243
demonstrated,33.329742,-23.349085
limitations,18.716125,-31.750147
tmin,-10.382976,-27.95892
reaching,0.6795341,-48.388016
Straight,-4.2796574,9.534987
Up,21.415607,24.849054
Us,-38.588604,10.814957
likewise,-37.80731,4.316918
Uk,12.292082,39.529564
Asteraceae,2.9459438,6.0122395
refuge,19.151136,-6.3934507
muds,-38.96008,-13.834354
Nullarbor,-35.12144,6.251242
UT,3.6854405,-16.139355
UW,5.9656644,-14.010443
UV,-19.111713,-21.771994
UQ,8.254434,6.0796986
UP,16.200567,32.165565
US,-43.29824,-32.77579
greening,-9.831431,-31.991533
UM,-24.193893,28.001396
northernmost,-44.02362,-25.117346
UN,16.022112,-43.77521
Cenozoic,-21.435005,-46.307186
UH,36.201584,32.784454
homeric,24.578749,42.735474
UD,-1.6319598,-24.254484
UF,-13.526759,26.389029
UA,5.863475,18.312706
UC,7.117767,-18.303165
readjusts,12.509312,30.762672
SVOC,4.386251,1.6842619
Abaco,-14.329711,27.418348
previously,9.424652,-38.213688
celestite,-17.91566,7.060912
photocathode,-46.326435,-2.8908331
Internal,-13.939835,44.856342
restatement,16.081112,10.11483
retrieve,-5.9339476,-15.688981
uncritically,21.005728,6.8839197
wigley,19.961979,5.9378624
additional,20.837507,-35.528423
inconstancy,30.521494,22.755373
ASOP,-41.162586,-3.2650788
Secular,14.236878,35.232857
phrases,16.949614,6.227037
CBERS,-2.7416832,-18.621832
coarse,-41.86862,-15.149922
GNIP,-0.3822657,-21.62161
receipt,37.297066,-16.570871
north,-45.089264,-30.791994
maintenance,19.616747,-34.674564
kalahari,-7.5963984,8.667854
triangular,-8.716615,-12.143543
climatically,-28.3916,-13.467567
exclosure,-10.950577,9.40875
Chamber,-4.8075747,-11.32899
taxonomical,12.5229025,6.644254
gain,-12.302698,-44.086987
gaia,12.066336,-13.331451
highest,-12.772383,-50.26792
reflectances,3.8090372,11.025603
sinusoids,15.783128,4.518824
Einstein,8.926852,-12.57041
spectrometry,-15.129682,-16.814764
display,-21.168062,-28.991491
universal,22.842094,-32.361652
linearity,8.736217,-28.984478
compromises,0.91184825,-2.976361
exogenous,-11.490439,-20.973812
multimodal,-12.553097,-2.3684456
beats,9.02709,38.86676
education,26.74449,-34.44317
Especially,-13.087173,41.535095
Function,7.6752806,-25.902546
functions,-0.5974003,-35.942825
acld,13.115106,12.408371
Geneva,-0.46590498,13.632844
ingredients,-20.039173,8.405309
Million,18.739882,13.882948
Wells,23.859846,-0.82660156
disasters,15.982473,-40.83488
huitong,11.237023,24.325747
Interpreting,16.830282,12.337488
yabrai,11.01229,25.860186
stat,41.36026,5.2414594
elsa,-26.525763,8.007851
star,-22.559624,-20.209356
uncultivable,14.432148,-7.217028
climond,7.3932133,11.886159
radially,-17.661016,-4.9482903
stay,14.443216,-21.32049
foil,-15.51854,-10.984393
planetology,19.689045,34.6847
additionally,37.155273,-25.837748
stan,17.25086,34.5439
Chihuahuan,0.49893853,-3.358081
sylvestris,-30.319921,-12.244807
phosphorus,-36.61099,-6.657529
kHz,-5.7836595,-8.1251745
tomcat,-1.4393907,48.802696
fertilize,-5.431427,23.255491
cobs,-20.235395,2.3641272
NPDV,26.149057,-3.6922529
NPDW,-1.7630515,36.04949
hno,-16.065199,-13.756106
pinene,-41.54846,-4.484825
EOT,-18.729692,-45.43969
lsh,14.997828,25.764435
FluxCom,10.745588,21.978317
Michigan,13.231587,-44.759983
eclipsing,21.886469,22.533789
aided,8.69113,-23.840658
forgone,17.253544,15.3063135
teleconnection,-24.470612,-33.520775
Frontier,23.538412,-5.5976253
coextinction,11.540901,-7.1747665
sichuan,-39.160793,-27.95143
variablesto,15.481506,31.20159
SiMe,-48.585896,-3.6728544
consists,-38.264637,-11.4440775
tajikistan,-1.230301,33.361347
isometric,10.024253,29.759203
microrefugia,-14.368793,6.5504546
aug,41.773037,2.0334392
swan,-23.765562,-30.79952
disability,17.008932,-13.46416
swat,2.7562356,-28.446724
bays,-15.371191,4.0154276
Sheets,-30.523773,7.98462
auv,11.264214,16.790642
recycle,-10.292622,17.405153
aux,28.769663,31.517874
sway,17.689247,3.4582963
medani,44.25899,16.2895
realignment,11.17601,8.284142
collaborate,23.983309,-20.521988
Identifying,21.451073,-18.549477
void,-15.272219,-2.0053844
iluc,-37.03419,28.2643
Turonian,-20.11965,-44.956955
Crenarchaeota,-12.481437,12.589618
Shapiro,12.66413,6.818736
Foutgas,6.848807,22.713665
epidemiologists,19.990562,4.395263
tallgrass,-10.010568,-11.297408
unrelated,-0.76732516,-42.805965
nearshore,-27.633146,8.853285
holoendemic,4.2816443,-12.152855
enhance,-10.31289,-43.175777
markov,6.491983,-32.376495
unifying,20.584112,-26.176836
likely,29.40464,-27.088257
gatos,22.578974,40.8466
tangential,-24.359016,-23.743963
Aperture,-3.2811897,-18.895203
Extrapolating,22.722076,32.777214
amv,-21.771402,-35.380314
glaciofluvial,-22.86238,0.10328074
Arizona,-39.68013,-33.61928
striations,-19.194956,-0.27872148
fjord,-39.43584,-22.780235
metadata,7.9662056,-43.664375
mee,-2.9451463,38.819866
med,-43.25717,7.2148337
niche,-28.004187,-8.068274
mef,29.584866,-15.937074
mea,-7.7108536,46.09266
mem,13.011276,16.108585
join,21.816816,-19.815475
men,27.430187,-19.375044
mei,-22.675247,-33.242596
met,10.290243,-46.861958
mev,-24.673822,22.104486
meq,7.2197065,17.09027
mer,-20.814371,-18.076607
appressed,3.343594,15.827407
Curry,2.683562,51.653427
mex,45.086132,15.294506
contraction,-29.759293,-24.160252
raphe,13.949709,7.637545
Extra,15.029917,44.11606
naimona,-41.247715,-22.127184
vintages,16.00457,-0.23645058
heartwood,-10.041562,6.067195
biodiversities,14.67888,18.361721
lucrative,25.772783,2.0048418
rafting,-43.326992,-21.89713
emulation,31.686722,15.679517
Rudge,14.238106,11.015393
myanmar,-35.437416,14.232957
mobility,-25.571886,-9.575581
TfC,10.350007,31.957642
objectively,34.6883,-31.860325
sliced,-4.447497,9.774881
guests,-11.234148,-1.3869182
tertiary,-21.817253,16.178684
WHC,11.759864,9.744618
Potassium,-5.1094365,3.6441998
WHO,34.409206,-1.5276304
WHS,-7.7874894,39.978886
robertson,-6.5267696,35.181175
jpc,-50.562428,-8.615372
oblateness,-19.604877,-19.701267
Thaumarchaeota,-31.016434,-0.7680578
Piacenzian,-17.12798,-27.54203
disruption,-28.058134,-33.921936
berlin,3.0737016,-17.111511
biotic,-32.987415,-9.564028
GLTC,29.435684,23.192604
room,-18.730095,-16.002077
roof,-17.892992,-3.9640884
exceptions,4.5214252,-42.120285
root,-2.1015167,-34.288822
climap,43.40233,9.882175
Corporation,13.141858,-44.423466
Whereas,-28.801678,-14.236802
stressing,26.304075,1.2439408
implementations,21.387068,-8.63106
foods,-3.8655803,-12.9325075
dinoflagellates,-31.630306,-1.5033226
isothermal,-18.555258,-17.52215
parmeliaceae,2.3363018,5.088609
autonomy,16.656992,-7.5544777
elicited,25.404572,-17.188828
poga,-28.831812,33.514763
amazing,4.6024704,-2.26357
Darcy,9.042134,-26.279083
blackish,6.187887,38.70188
gordon,39.93302,1.8365122
loggers,8.136285,-39.77476
cookstoves,16.691708,15.954496
blanks,-16.601273,-10.993755
ECHAM,-3.942807,-47.922554
believers,27.036015,-29.171417
loyalty,25.307215,-16.728405
marly,-0.3999024,24.394325
saccorhiza,10.604479,35.700317
Rupelian,-25.507492,16.445124
speculatively,11.833252,10.858766
synchrony,-20.36434,-9.458579
baseline,-13.947221,-46.958664
hydrofluoric,-14.242862,-10.141979
third,26.069984,-42.02361
descends,-16.721384,-4.0769696
fictitious,14.79758,0.46192926
carbonic,-36.588043,-2.2153957
Tarim,-38.071564,-23.61713
operate,-8.486681,-42.55575
rewiring,-24.985786,-5.6619415
wus,-15.350412,-22.86938
inconclusive,32.86664,-19.542086
wue,-10.20749,-30.543806
budding,-12.342277,15.038599
before,-0.530009,-45.34561
personal,27.092163,-32.36431
cres,14.257107,18.457487
stomata,-34.506367,-4.456659
decile,7.491828,3.781016
UARS,20.208897,20.72392
hornblende,-19.163351,8.514244
cren,-5.6625795,32.42107
hirsuta,-12.884917,22.72859
Path,16.44879,11.644109
schmidt,-7.5423107,-10.2843
confidently,16.151867,-22.209387
equinoctial,20.044277,37.55337
combination,4.694225,-38.645016
CANAPE,20.189312,15.601813
Simulation,0.8194723,-27.344078
modification,-7.4440618,-42.99128
seviri,9.502887,5.0688534
pooled,-5.450299,-35.150883
Sectoral,26.418541,36.343937
Secondly,43.533134,21.68469
delimiting,-0.03994929,15.350309
shan,-36.48512,6.856609
arrested,5.9040484,-0.47899804
ekman,-24.78847,-25.73937
scfr,-17.7867,-29.773472
lorenz,5.5807543,-27.215542
Declining,14.03107,45.156124
chronologic,-0.4034008,21.668974
pedotransfer,6.4237947,2.3182163
volc,-25.422009,34.553738
durability,19.196123,-18.177866
unsurprising,21.685053,27.711588
skins,2.1330516,-2.0959659
conductance,-35.408936,-7.584273
trading,19.486198,-40.883656
aids,0.04676155,4.623548
unbound,-1.2166493,4.3187747
maastrichtian,-20.133734,-44.99001
NetworkThe,30.510052,5.1642494
calcite,-45.101604,-9.891074
kullenbergi,4.2642694,28.933504
millibars,7.209013,17.803465
esrun,35.971935,22.748207
resume,15.697702,-1.9386549
Alnus,-29.722546,-11.806271
ascending,-29.68936,-26.57711
coriolis,-24.490435,-23.725725
Quartz,12.634655,37.19304
abate,21.527267,-15.746883
clfd,-7.4791875,33.94865
shellstone,-26.76547,23.416552
Raymo,-24.69821,8.321944
bulloides,-48.1177,-11.22755
SSU,-5.49144,-20.15476
SST,-20.972013,-31.992554
Meehl,10.482318,1.1076409
SSQ,-17.336042,-18.228035
SSP,1.9090065,-51.133812
SSS,-11.102725,-31.734837
punctuated,-4.92372,-41.9019
SSM,-3.7706685,-21.292084
SSI,-11.953914,38.085922
SSH,32.80717,29.993767
SSE,-2.596064,-0.34236765
SSD,-9.9057,32.485558
SSA,-10.272382,43.748245
VECODE,29.60495,16.883732
SSC,-25.842674,20.581545
linsley,-31.146807,13.129359
Amery,-30.558395,7.8980584
superpose,3.1332278,16.765715
agro,17.19443,-37.402817
floors,-20.234873,-0.98535275
agri,-13.757974,28.840506
immensely,10.780357,8.267912
Hysteresis,-6.983067,24.64016
jja,-10.21355,-52.82105
autocovariate,8.802086,26.910461
biotemperature,13.585796,37.703133
construed,19.643152,-11.101418
BLASTN,19.148493,14.499354
Meso,-3.0946007,31.352562
Mesa,-22.299456,-1.5828388
Desert,-32.666134,-16.24523
JJAS,7.4689,16.360207
guidelines,23.262098,-33.330475
Fossils,-15.964415,9.547731
Mantel,1.0424569,-33.909275
foreclose,16.051748,-6.5842853
nrits,-21.236881,37.37279
requisite,10.518466,-4.333457
begins,-0.29824346,-45.43991
homogenized,-15.09997,-12.4266405
photoreceptor,13.21469,14.970839
Shepard,38.331146,1.6878414
conforms,21.378998,2.6833966
stagnic,-10.855175,35.262306
evaporates,-15.914971,3.4683883
collinear,0.588224,10.074591
Roza,7.0490026,19.588612
biochemical,-35.30829,-2.9689784
hailstones,-12.432044,1.4321518
evaporated,-15.295979,-11.459525
violaceus,-6.875453,20.583078
nahcolite,6.783789,6.558712
tells,30.14775,-25.854397
Saxifraga,11.040595,21.0006
piacenzian,-17.124992,-27.543114
communicative,25.72248,-6.2222896
bengal,-39.096653,-26.672373
fitting,-1.3774692,-35.215553
marxan,20.356512,23.944038
LMfire,25.871714,41.876007
insularity,23.981953,-5.9407735
tunnels,-29.197727,1.4352026
sonde,-3.4161289,-18.184855
permian,-20.31101,-45.65082
hypervolume,13.981207,3.8084533
apatite,-46.375626,-4.830862
volt,-2.8215458,3.7538676
Angiosperm,8.815059,33.986435
Biological,-26.9984,-4.3365355
marie,20.5373,39.20476
torsional,12.939001,35.139374
maria,-35.30994,11.417438
northgrip,-2.3547757,-3.3098257
Sanctuary,-36.20521,4.630986
observation,-6.8230906,-23.958122
geochronological,-25.642347,8.460111
megaherbivores,5.978332,9.926894
competitors,-26.855825,-7.3116612
Timescales,4.5156956,31.929892
unadjusted,8.536186,28.426138
anthropogenic,-45.751488,1.9672529
aquatic,-33.363026,-9.332262
distances,-25.049866,-21.152391
ARAND,8.240408,6.0846014
probe,-14.964799,-14.207875
resinosa,-8.990366,13.886129
emiub,22.53778,12.510203
implying,33.851307,-22.783068
NHSI,-19.674816,-39.145187
SIMS,15.331831,11.198174
absorbs,-42.50069,1.3289789
VLF,8.169881,18.111155
randomize,4.3639555,27.337269
regridded,-0.6541058,-23.459393
Geopolitical,15.674435,-6.846162
northeast,-43.308964,-30.645933
dampening,16.62097,-7.563019
recomputed,16.707182,26.65502
Deposition,-6.402176,23.952105
Others,25.849493,-20.446136
lmfire,25.910725,41.868763
palliative,22.553701,-7.5906734
Maldives,-38.33388,10.599819
supplier,24.90713,26.973547
IPBES,9.277889,-7.892183
supplies,21.194025,-39.543076
iceberg,-39.832466,-21.666985
saturn,-22.759838,-19.844423
earn,10.195725,-6.9877906
traverses,14.483816,26.650654
Reproducibility,7.6242895,21.658392
facilitators,21.327488,-2.3797567
hummock,-10.902939,10.465467
andrill,-28.28444,10.780007
monumental,23.468971,5.3034544
traversed,-8.386238,11.981019
CCI,-2.3929827,-29.790474
ears,-30.425127,12.517453
ECMWF,8.593133,-48.730213
Terminations,-17.13493,-29.678213
testing,18.312864,-30.817778
CVtot,-6.5838575,-1.8284502
reshuffling,-28.980907,-5.2025876
allure,22.72652,31.725473
interruptions,0.3338798,3.273838
geodynamics,15.586542,12.472562
aTatmi,20.896637,11.969445
Tool,31.120289,-6.631009
artificial,6.7250943,-32.02287
ZD,30.03804,-18.947147
decarbonizing,23.66665,-7.635406
emplacement,-39.604256,-15.98362
biodiverse,-11.953232,13.512196
wears,5.6667,-0.47630066
ome,-24.25031,-27.671043
rslbem,39.092987,-6.619189
omi,-5.4496202,-19.153748
agroclimatic,-15.835513,22.568745
oml,1.5830674,-25.993456
upfront,26.746998,-0.08380407
omz,-29.771645,4.448214
Otherwise,14.652418,-0.6607364
isotopes,-47.36548,-8.493077
teragrams,9.416025,42.896404
Saturated,-9.330677,-3.3230639
resistant,-32.113037,-9.923127
uncertainty,11.787058,-31.096104
federated,-2.3495126,12.129057
gsas,1.9002031,42.16787
Gemini,-14.911231,26.893465
thermic,31.546576,34.421352
subcores,18.350935,21.41728
foram,-13.009779,22.922194
yumen,-32.840965,16.268055
Bahamas,-37.68824,11.411603
WCRP,9.229078,-17.00576
sonicated,6.8255577,26.817848
interpolations,4.2741117,-32.922318
tint,-17.768156,33.018627
tins,-8.9671955,-3.9537683
puts,29.72632,-0.01376184
basis,13.188483,-39.68198
regenerate,-10.788249,6.629284
Waters,-30.485435,5.363769
patrolling,11.22585,21.498299
tiny,-11.0207205,-1.2348348
TAMSAT,-4.033766,-23.429626
tinf,13.696325,18.214357
trigger,-28.479416,-34.21833
detrimental,16.191023,-35.07764
remediate,16.144855,14.63079
interest,24.336681,-30.715368
basic,24.663527,-31.195183
entered,-19.291582,-10.478395
chela,-8.307264,37.768833
deeper,-32.259052,-22.733223
perlite,12.482649,37.585163
dismiss,22.102402,-0.77104443
Flow,-16.144096,-0.5217504
shattering,13.855617,6.243381
rutilus,5.5437145,8.252911
wdc,-33.986282,-38.783543
Plankton,27.758295,31.069942
sdbc,28.153177,18.87637
deepen,16.273546,-22.144297
downplay,23.770496,6.949611
harshness,13.585659,35.774136
unpopular,13.417075,8.275038
topex,-3.5240738,-19.793308
Process,24.674524,12.687358
spontaneously,2.3788402,-5.727037
volcanological,-2.0658975,8.845965
pessimistic,21.17264,-23.536804
seven,-3.2191396,-51.796486
cane,-13.33233,-40.862778
canc,45.05123,23.568419
burundi,-12.073913,28.269522
landfalling,-24.53007,-15.784152
Lombok,-9.665717,33.613785
Anourosorex,-14.598926,6.8025627
disappear,-27.176968,-35.55898
specialization,-27.304169,-7.878893
realizing,20.78659,-17.704254
Treatment,14.013121,38.67972
AISM,-7.6686597,36.956333
mycorrhizal,-31.892773,-5.9409432
wds,5.008663,-5.1844845
operationalize,27.297071,-5.8775935
mycorrhizae,3.0191185,14.542461
colonies,-36.3863,3.0463357
karst,-17.203764,5.965787
evolve,30.804262,-30.474348
VC,-9.857427,23.59382
VE,19.526464,25.263952
VG,-8.117126,-7.3476996
Biomod,18.792452,35.73399
VI,-27.806557,24.96786
VL,-10.380522,37.035538
VM,-28.058165,23.421446
VN,-16.652925,-8.776257
VO,20.912182,14.550574
VP,10.818353,20.164576
renaissance,13.275648,-2.0823371
VS,19.975067,42.184555
VT,12.664779,11.712255
VU,7.243627,-7.738049
Usually,16.648792,29.532076
balearic,-1.810888,33.54805
weakly,-8.650014,-36.13212
programs,24.496584,-34.237717
unconditionally,12.238446,7.2705317
voltmetric,6.4534807,14.006928
bBC,3.8942904,34.73487
Vm,2.4533565,0.884798
inherit,18.53258,20.057182
midway,11.444462,-4.111794
llsvp,0.04459775,32.889545
Vs,11.2490225,19.334177
Vt,11.335571,38.98216
investments,21.803862,-39.56998
Native,-23.193443,-13.247424
crystallites,-26.190529,-18.631126
assigned,3.4642837,-37.857285
yes,27.006048,-21.521067
eus,1.7751682,48.197872
yet,27.936138,-24.401169
stratospheres,23.632906,17.19514
sedadna,-8.74063,4.362195
qump,27.235079,20.465649
royal,13.470254,-44.186222
FAOSTAT,27.185148,25.4689
jules,3.5665357,-27.842611
Poales,-8.694714,14.058875
geocentre,-7.8111634,32.323822
inefficiencies,35.133762,12.86065
RuBP,15.5656,30.572765
save,19.197035,-36.528732
acceptors,-11.618255,8.715055
hpds,14.365682,17.35473
involuntary,23.44976,-2.5185242
observationally,-2.1015348,-37.462357
WGIII,32.14788,-17.150335
peromyscus,3.928359,9.891179
Peff,1.814778,22.584457
occlusion,-7.2800045,20.301289
Arc,24.475374,39.611824
Are,27.49767,-13.519984
interestingly,-39.695415,4.660958
